Color,Compound,Date,Negative,Neutral,Positive,Source Account,Tweets Ago
blue,0.8126,Wed Jan 03 01:11:28 +0000 2018,0.739,0.0,0.261,@Fox,85
blue,-0.296,Wed Jan 03 01:08:37 +0000 2018,0.845,0.155,0.0,@Fox,86
blue,0.8357,Wed Jan 03 00:29:19 +0000 2018,0.586,0.0,0.414,@Fox,87
blue,0.1901,Wed Jan 03 00:27:22 +0000 2018,0.916,0.0,0.084,@Fox,88
blue,0.0,Wed Jan 03 00:16:53 +0000 2018,1.0,0.0,0.0,@Fox,89
blue,0.0,Wed Jan 03 00:15:45 +0000 2018,1.0,0.0,0.0,@Fox,90
blue,0.6486,Wed Jan 03 00:14:47 +0000 2018,0.791,0.0,0.209,@Fox,91
blue,0.0,Tue Jan 02 23:51:24 +0000 2018,1.0,0.0,0.0,@Fox,92
blue,0.6249,Tue Jan 02 23:48:14 +0000 2018,0.494,0.0,0.506,@Fox,93
blue,0.5719,Tue Jan 02 20:32:18 +0000 2018,0.448,0.0,0.552,@Fox,94
blue,0.0,Tue Jan 02 09:49:05 +0000 2018,1.0,0.0,0.0,@Fox,95
blue,-0.7906,Tue Jan 02 09:47:22 +0000 2018,0.619,0.381,0.0,@Fox,96
blue,0.4939,Tue Jan 02 08:59:08 +0000 2018,0.862,0.0,0.138,@Fox,97
blue,0.0,Tue Jan 02 07:07:43 +0000 2018,1.0,0.0,0.0,@Fox,98
blue,0.9337,Tue Jan 02 06:51:23 +0000 2018,0.53,0.0,0.47,@Fox,99
blue,-0.6124,Tue Jan 02 06:48:36 +0000 2018,0.583,0.417,0.0,@Fox,100
yellow,0.0,Sun Jan 07 04:33:47 +0000 2018,1.0,0.0,0.0,@nytimes,1
yellow,0.024,Sun Jan 07 04:16:59 +0000 2018,0.746,0.124,0.13,@nytimes,2
yellow,-0.0572,Sun Jan 07 04:00:24 +0000 2018,0.9,0.1,0.0,@nytimes,3
yellow,0.5228,Sun Jan 07 03:43:56 +0000 2018,0.748,0.0,0.252,@nytimes,4
yellow,0.3804,Sun Jan 07 03:27:42 +0000 2018,0.88,0.0,0.12,@nytimes,5
yellow,0.0,Sun Jan 07 03:11:03 +0000 2018,1.0,0.0,0.0,@nytimes,6
yellow,0.3612,Sun Jan 07 02:54:47 +0000 2018,0.839,0.0,0.161,@nytimes,7
yellow,0.0,Sun Jan 07 02:34:16 +0000 2018,1.0,0.0,0.0,@nytimes,8
yellow,0.0,Sun Jan 07 02:13:25 +0000 2018,1.0,0.0,0.0,@nytimes,9
yellow,0.2928,Sun Jan 07 01:55:34 +0000 2018,0.512,0.221,0.267,@nytimes,10
yellow,0.128,Sun Jan 07 01:39:13 +0000 2018,0.914,0.0,0.086,@nytimes,11
yellow,0.7841,Sun Jan 07 01:22:59 +0000 2018,0.707,0.0,0.293,@nytimes,12
yellow,-0.296,Sun Jan 07 01:05:58 +0000 2018,0.82,0.18,0.0,@nytimes,13
yellow,-0.6908,Sun Jan 07 00:49:16 +0000 2018,0.657,0.343,0.0,@nytimes,14
yellow,0.0,Sun Jan 07 00:34:40 +0000 2018,1.0,0.0,0.0,@nytimes,15
yellow,0.4404,Sun Jan 07 00:26:30 +0000 2018,0.828,0.0,0.172,@nytimes,16
yellow,-0.25,Sun Jan 07 00:08:52 +0000 2018,0.833,0.167,0.0,@nytimes,17
yellow,-0.5994,Sat Jan 06 23:51:10 +0000 2018,0.698,0.302,0.0,@nytimes,18
yellow,0.0,Sat Jan 06 23:34:41 +0000 2018,1.0,0.0,0.0,@nytimes,19
yellow,0.5719,Sat Jan 06 23:17:03 +0000 2018,0.619,0.0,0.381,@nytimes,20
yellow,-0.5106,Sat Jan 06 23:02:06 +0000 2018,0.864,0.136,0.0,@nytimes,21
yellow,0.0,Sat Jan 06 22:47:04 +0000 2018,1.0,0.0,0.0,@nytimes,22
yellow,0.2263,Sat Jan 06 22:32:05 +0000 2018,0.602,0.165,0.233,@nytimes,23
yellow,0.7096,Sat Jan 06 22:17:04 +0000 2018,0.688,0.0,0.312,@nytimes,24
yellow,0.0,Sat Jan 06 22:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,25
yellow,-0.2263,Sat Jan 06 21:47:01 +0000 2018,0.899,0.101,0.0,@nytimes,26
yellow,0.0,Sat Jan 06 21:32:07 +0000 2018,1.0,0.0,0.0,@nytimes,27
yellow,0.0,Sat Jan 06 21:17:06 +0000 2018,1.0,0.0,0.0,@nytimes,28
yellow,0.0,Sat Jan 06 21:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,29
yellow,0.3818,Sat Jan 06 20:47:04 +0000 2018,0.833,0.0,0.167,@nytimes,30
yellow,0.2263,Sat Jan 06 20:32:11 +0000 2018,0.863,0.0,0.137,@nytimes,31
yellow,0.1513,Sat Jan 06 20:17:04 +0000 2018,0.909,0.0,0.091,@nytimes,32
yellow,0.25,Sat Jan 06 20:02:06 +0000 2018,0.895,0.0,0.105,@nytimes,33
yellow,0.2263,Sat Jan 06 19:47:09 +0000 2018,0.711,0.126,0.162,@nytimes,34
yellow,0.0,Sat Jan 06 19:32:05 +0000 2018,1.0,0.0,0.0,@nytimes,35
yellow,-0.296,Sat Jan 06 19:07:07 +0000 2018,0.885,0.115,0.0,@nytimes,36
yellow,0.0,Sat Jan 06 18:52:04 +0000 2018,1.0,0.0,0.0,@nytimes,37
yellow,0.0,Sat Jan 06 18:37:02 +0000 2018,1.0,0.0,0.0,@nytimes,38
yellow,0.0516,Sat Jan 06 18:27:01 +0000 2018,0.663,0.163,0.175,@nytimes,39
yellow,0.0847,Sat Jan 06 18:17:03 +0000 2018,0.75,0.116,0.134,@nytimes,40
yellow,0.0,Sat Jan 06 18:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,41
yellow,0.3182,Sat Jan 06 17:47:06 +0000 2018,0.881,0.0,0.119,@nytimes,42
yellow,0.0,Sat Jan 06 17:32:04 +0000 2018,1.0,0.0,0.0,@nytimes,43
yellow,0.0,Sat Jan 06 17:17:09 +0000 2018,1.0,0.0,0.0,@nytimes,44
yellow,-0.4939,Sat Jan 06 17:02:06 +0000 2018,0.789,0.211,0.0,@nytimes,45
yellow,-0.5994,Sat Jan 06 16:47:07 +0000 2018,0.822,0.178,0.0,@nytimes,46
yellow,0.0,Sat Jan 06 16:32:05 +0000 2018,0.714,0.143,0.143,@nytimes,47
yellow,0.0516,Sat Jan 06 16:17:06 +0000 2018,0.727,0.132,0.141,@nytimes,48
yellow,-0.3919,Sat Jan 06 16:02:05 +0000 2018,0.654,0.231,0.115,@nytimes,49
yellow,0.0,Sat Jan 06 15:47:08 +0000 2018,1.0,0.0,0.0,@nytimes,50
yellow,0.3597,Sat Jan 06 15:32:08 +0000 2018,0.889,0.0,0.111,@nytimes,51
yellow,0.3504,Sat Jan 06 15:17:02 +0000 2018,0.773,0.068,0.158,@nytimes,52
yellow,0.0,Sat Jan 06 15:02:03 +0000 2018,1.0,0.0,0.0,@nytimes,53
yellow,0.4588,Sat Jan 06 14:59:24 +0000 2018,0.75,0.0,0.25,@nytimes,54
yellow,-0.5719,Sat Jan 06 14:41:05 +0000 2018,0.73,0.27,0.0,@nytimes,55
yellow,0.0,Sat Jan 06 14:21:06 +0000 2018,1.0,0.0,0.0,@nytimes,56
yellow,0.0,Sat Jan 06 14:02:33 +0000 2018,1.0,0.0,0.0,@nytimes,57
yellow,0.4019,Sat Jan 06 14:02:02 +0000 2018,0.838,0.0,0.162,@nytimes,58
yellow,0.7579,Sat Jan 06 13:41:01 +0000 2018,0.581,0.0,0.419,@nytimes,59
yellow,-0.25,Sat Jan 06 13:21:03 +0000 2018,0.85,0.15,0.0,@nytimes,60
yellow,0.0,Sat Jan 06 13:18:47 +0000 2018,1.0,0.0,0.0,@nytimes,61
yellow,0.0,Sat Jan 06 13:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,62
yellow,-0.34,Sat Jan 06 12:41:05 +0000 2018,0.909,0.091,0.0,@nytimes,63
yellow,0.6124,Sat Jan 06 12:21:04 +0000 2018,0.692,0.0,0.308,@nytimes,64
yellow,0.0,Sat Jan 06 12:02:05 +0000 2018,1.0,0.0,0.0,@nytimes,65
yellow,-0.296,Sat Jan 06 11:59:52 +0000 2018,0.82,0.18,0.0,@nytimes,66
yellow,0.0,Sat Jan 06 11:56:31 +0000 2018,1.0,0.0,0.0,@nytimes,67
yellow,0.0,Sat Jan 06 11:47:32 +0000 2018,1.0,0.0,0.0,@nytimes,68
yellow,0.1531,Sat Jan 06 11:28:21 +0000 2018,0.677,0.146,0.177,@nytimes,69
yellow,0.4019,Sat Jan 06 11:10:06 +0000 2018,0.828,0.0,0.172,@nytimes,70
yellow,-0.5423,Sat Jan 06 11:06:41 +0000 2018,0.72,0.28,0.0,@nytimes,71
yellow,0.5719,Sat Jan 06 11:02:57 +0000 2018,0.73,0.0,0.27,@nytimes,72
yellow,-0.0258,Sat Jan 06 10:51:05 +0000 2018,0.811,0.097,0.093,@nytimes,73
yellow,0.4939,Sat Jan 06 10:34:00 +0000 2018,0.802,0.0,0.198,@nytimes,74
yellow,0.4215,Sat Jan 06 10:15:25 +0000 2018,0.877,0.0,0.123,@nytimes,75
yellow,0.0258,Sat Jan 06 09:55:48 +0000 2018,0.546,0.224,0.23,@nytimes,76
yellow,0.0,Sat Jan 06 09:36:03 +0000 2018,1.0,0.0,0.0,@nytimes,77
yellow,0.0,Sat Jan 06 09:08:13 +0000 2018,1.0,0.0,0.0,@nytimes,78
yellow,0.6808,Sat Jan 06 08:49:26 +0000 2018,0.616,0.0,0.384,@nytimes,79
yellow,0.25,Sat Jan 06 08:30:30 +0000 2018,0.833,0.061,0.105,@nytimes,80
yellow,-0.6929,Sat Jan 06 08:12:05 +0000 2018,0.677,0.323,0.0,@nytimes,81
yellow,-0.1027,Sat Jan 06 07:55:05 +0000 2018,0.903,0.097,0.0,@nytimes,82
yellow,0.4201,Sat Jan 06 07:43:39 +0000 2018,0.883,0.0,0.117,@nytimes,83
yellow,0.0,Sat Jan 06 07:25:28 +0000 2018,1.0,0.0,0.0,@nytimes,84
yellow,0.0,Sat Jan 06 07:07:07 +0000 2018,1.0,0.0,0.0,@nytimes,85
yellow,-0.5267,Sat Jan 06 06:47:03 +0000 2018,0.82,0.18,0.0,@nytimes,86
yellow,0.0,Sat Jan 06 06:21:44 +0000 2018,1.0,0.0,0.0,@nytimes,87
yellow,-0.296,Sat Jan 06 06:01:40 +0000 2018,0.833,0.167,0.0,@nytimes,88
yellow,-0.296,Sat Jan 06 05:53:30 +0000 2018,0.82,0.18,0.0,@nytimes,89
yellow,0.128,Sat Jan 06 05:35:20 +0000 2018,0.776,0.122,0.102,@nytimes,90
yellow,-0.4404,Sat Jan 06 05:17:04 +0000 2018,0.873,0.127,0.0,@nytimes,91
yellow,0.0,Sat Jan 06 05:02:06 +0000 2018,1.0,0.0,0.0,@nytimes,92
yellow,0.4019,Sat Jan 06 04:47:04 +0000 2018,0.886,0.0,0.114,@nytimes,93
yellow,0.4019,Sat Jan 06 04:32:01 +0000 2018,0.816,0.0,0.184,@nytimes,94
yellow,0.6124,Sat Jan 06 04:17:01 +0000 2018,0.808,0.0,0.192,@nytimes,95
yellow,0.4767,Sat Jan 06 04:02:05 +0000 2018,0.871,0.0,0.129,@nytimes,96
yellow,0.2551,Sat Jan 06 03:47:04 +0000 2018,0.899,0.0,0.101,@nytimes,97
yellow,-0.6369,Sat Jan 06 03:32:03 +0000 2018,0.645,0.242,0.113,@nytimes,98
yellow,0.0,Sat Jan 06 03:17:03 +0000 2018,1.0,0.0,0.0,@nytimes,99
yellow,0.0,Sat Jan 06 03:02:01 +0000 2018,1.0,0.0,0.0,@nytimes,100
